provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_beneficiaries_non_lupa,average_number_of_total_visits_per_episode_non_lupa,average_number_of_skilled_nursing_visits_per_episode_non_lupa,average_number_of_pt_visits_per_episode_non_lupa,average_number_of_ot_visits_per_episode_non_lupa,average_number_of_st_visits_per_episode_non_lupa,average_number_of_home_health_aide_visits_per_episode_non_lupa,average_number_of_medical_social_visits_per_episode_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas,average_age,male_beneficiaries,female_beneficiaries,nondual_beneficiaries,dua_beneficiaries,white_beneficiaries,black_beneficiaries,asian_pacific_islander_beneficiaries,hispanic_beneficiaries,american_indian_or_alaska_native_beneficiaries,other_unknown_beneficiaries,average_hcc_score,percent_of_beneficiaries_with_atrial_fibrillation,percent_of_beneficiaries_with_alzheimers,percent_of_beneficiaries_with_asthma,percent_of_beneficiaries_with_cancer,percent_of_beneficiaries_with_chf,percent_of_beneficiaries_with_chronic_kidney_disease,percent_of_beneficiaries_with_copd,percent_of_beneficiaries_with_depression,percent_of_beneficiaries_with_diabetes,percent_of_beneficiaries_with_hyperlipidemia,percent_of_beneficiaries_with_hypertension,percent_of_beneficiaries_with_ihd,percent_of_beneficiaries_with_osteoporosis,percent_of_beneficiaries_with_ra_oa,percent_of_beneficiaries_with_schizophrenia,percent_of_beneficiaries_with_stroke
59320,MISSION HOSPICE AND HOME CARE,"1670 SOUTH AMPHLETT BLVD., SUITE 300",SAN MATEO,CA,94402,231,168,13.7,8.0,3.0,0.8,0.1,0.9,0.7,409882,855016,571564,0.2,44.0,26118.0,81,66.0,102.0,156.0,12.0,145.0,,,,0.0,,2.29,28,27.0,15.0,30,42.0,45.0,23.0,29.0,25.0,57.0,,42.0,15,41.0,5.0,13
77175,"CONNECTICUT HOME HEALTH CARE, INC",56 QUARRY ROAD,TRUMBULL,CT,6611,609,419,30.3,9.2,6.0,2.4,0.2,11.8,0.7,1902158,2652962,2061905,4.9,37.0,19030.0,80,157.0,262.0,252.0,167.0,310.0,58.0,,44.0,0.0,,2.3,26,39.0,11.0,16,53.0,49.0,24.0,44.0,42.0,74.0,,57.0,16,52.0,8.0,14
77113,BETHEL VNA INC,70 STONY HILL ROAD,BETHEL,CT,6801,599,320,23.7,7.5,5.8,1.8,0.3,7.7,0.7,1575423,2210441,1820490,1.0,67.0,31402.0,82,110.0,210.0,192.0,128.0,302.0,,,,0.0,,2.48,31,29.0,13.0,20,45.0,46.0,34.0,33.0,36.0,68.0,,57.0,17,57.0,4.0,13
117076,AMEDISYS HOME HEALTH,203 ALBANY AVENUE,WAYCROSS,GA,31501,1080,690,20.4,9.3,5.5,1.3,0.9,2.8,0.7,3781396,2787187,3404510,0.5,103.0,32088.0,73,251.0,439.0,381.0,309.0,533.0,148.0,,,0.0,,2.38,19,29.0,13.0,11,52.0,51.0,48.0,33.0,53.0,71.0,,63.0,11,65.0,10.0,13
239055,TRANSITION HOME HEALTH PARTNERS,"6200 SCHAEFER RD, STE 100",DEARBORN,MI,48126,236,145,21.9,7.0,10.1,1.1,0.0,3.0,0.7,726724,793691,854279,0.2,11.0,3626.0,71,59.0,86.0,60.0,85.0,39.0,99.0,,,0.0,,3.11,17,44.0,21.0,10,62.0,57.0,46.0,50.0,74.0,73.0,,,12,,17.0,14
397203,WISSAHICKON HOSPICE,"150 MONUMENT ROAD, SUITE 300",BALA CYNWYD,PA,19004,441,240,17.6,9.1,3.0,0.4,0.2,4.4,0.7,1264362,1195396,1131227,0.7,81.0,31086.0,76,113.0,127.0,167.0,73.0,135.0,92.0,,,0.0,,3.04,23,36.0,10.0,37,41.0,52.0,27.0,35.0,37.0,48.0,,49.0,8,36.0,6.0,15
447296,AMEDISYS HOME HEALTH,1809 WARD DRIVE,MURFREESBORO,TN,37129,573,367,18.8,7.2,7.5,1.4,1.1,0.9,0.7,1859628,1776408,1972464,0.1,53.0,17388.0,77,118.0,249.0,280.0,87.0,328.0,30.0,,,0.0,,1.96,21,43.0,12.0,13,40.0,47.0,37.0,51.0,39.0,63.0,,57.0,22,65.0,24.0,11
447556,CONTINUOUS CARE SERVICES,1410 DONELSON PIKE STE B17,NASHVILLE,TN,37217,344,141,21.2,8.8,9.5,1.5,0.3,0.4,0.7,1228920,1212238,1314297,0.3,17.0,6959.0,78,51.0,90.0,101.0,40.0,99.0,38.0,,0.0,0.0,,2.44,15,35.0,10.0,16,52.0,57.0,30.0,38.0,48.0,52.0,,55.0,16,56.0,11.0,11
747021,PINNACLE SENIOR CARE,3201 CHERRY RIDGE STE 220,SAN ANTONIO,TX,78230,505,206,18.2,8.5,4.7,1.2,0.5,2.9,0.7,1396928,1331523,1473498,0.2,40.0,14131.0,78,69.0,137.0,111.0,95.0,96.0,18.0,,88.0,0.0,,2.04,11,57.0,10.0,7,48.0,48.0,31.0,41.0,53.0,61.0,,47.0,15,62.0,9.0,13
467252,RELIANCE HEALTH CARE,840 WEST 1700 SOUTH,SALT LAKE CITY,UT,84104,280,132,35.6,7.8,12.5,1.8,0.3,12.5,0.7,1931277,1137383,1178637,5.1,15.0,5509.0,78,41.0,91.0,105.0,27.0,119.0,,,,0.0,,1.67,16,44.0,16.0,7,28.0,44.0,17.0,58.0,47.0,49.0,,48.0,17,64.0,18.0,13
77119,CT HOSPICE INC THE,100 DOUBLE BEACH ROAD,BRANFORD,CT,6405,368,186,23.9,8.5,1.1,0.2,0.0,12.8,1.4,1026009,974892,831815,3.5,53.0,22443.0,76,69.0,117.0,135.0,51.0,154.0,19.0,,,0.0,,3.31,13,18.0,10.0,47,32.0,44.0,25.0,35.0,35.0,44.0,73.0,33.0,9,30.0,10.0,10
347231,HEALTHKEEPERZ,"2601 NORTH ELM STREET, SUITE B",LUMBERTON,NC,28358,587,427,14.1,5.2,6.5,0.6,0.2,1.6,0.1,1058549,1598476,1842462,0.0,89.0,27634.0,72,169.0,258.0,163.0,264.0,180.0,95.0,,,101.0,48.0,2.53,16,33.0,15.0,14,45.0,53.0,40.0,33.0,55.0,67.0,,57.0,12,61.0,9.0,14
347241,"NATIVE ANGELS HOME HEALTH, INC",2008 LITHO PLACE,FAYETTEVILLE,NC,28304,836,465,13.9,8.1,4.7,0.1,0.3,0.7,0.1,1893884,2042616,2333412,0.0,90.0,28873.0,72,166.0,299.0,224.0,241.0,207.0,190.0,,,32.0,20.0,2.75,14,42.0,18.0,16,42.0,54.0,35.0,33.0,54.0,64.0,,55.0,10,58.0,12.0,15
37261,CARE PARTNERS HEALTH SERVICES INC,"14122 WEST MCDOWELL ROAD, SUITE 203",GOODYEAR,AZ,85395,605,514,17.8,7.7,5.9,2.6,0.7,0.7,0.1,1577118,1967565,1917327,0.5,56.0,20488.0,75,218.0,296.0,426.0,88.0,426.0,26.0,,37.0,14.0,,2.33,23,27.0,17.0,16,34.0,51.0,31.0,39.0,46.0,71.0,,55.0,17,66.0,7.0,14
37295,ST ELIZABETH HOME HEALTH INC,"209 EAST BASELINE ROAD, SUITE E-103",TEMPE,AZ,85283,274,232,17.5,10.6,4.8,1.3,0.2,0.5,0.1,721796,882353,850101,1.6,25.0,9542.0,77,102.0,130.0,184.0,48.0,183.0,15.0,,17.0,12.0,,2.29,17,37.0,13.0,15,35.0,49.0,33.0,44.0,55.0,69.0,,51.0,15,58.0,9.0,17
37202,"HOME HEALTH RESOURCES, INC","1500 EAST BETHANY HOME ROAD, SUITE 250",PHOENIX,AZ,85014,599,515,11.6,4.8,4.5,0.7,0.3,1.2,0.1,1062642,1656350,1619177,0.3,123.0,53199.0,78,218.0,297.0,422.0,93.0,440.0,23.0,,25.0,12.0,,2.19,25,32.0,17.0,15,35.0,48.0,30.0,43.0,44.0,65.0,,59.0,17,62.0,5.0,20
37024,SCOTTSDALE HEALTHCARE HOME HEALTH,3621 NORTH WELLS FARGO AVENUE,SCOTTSDALE,AZ,85251,1334,1129,14.1,7.0,4.7,1.7,0.2,0.4,0.1,3187854,3771038,3711087,0.3,252.0,107264.0,80,460.0,669.0,1040.0,89.0,1061.0,14.0,,23.0,16.0,,2.05,33,24.0,10.0,20,38.0,48.0,24.0,28.0,33.0,66.0,,51.0,15,56.0,6.0,12
67119,MERCY HOME HEALTH SERVICES,1 MERCADO STREET #270,DURANGO,CO,81301,739,597,13.9,5.4,6.8,1.1,0.2,0.3,0.1,2305493,2323206,2342271,0.1,83.0,34066.0,77,261.0,336.0,507.0,90.0,520.0,0.0,,45.0,23.0,,1.52,17,18.0,13.0,11,26.0,33.0,23.0,33.0,26.0,48.0,75.0,36.0,15,54.0,4.0,8
167073,"MERCY HOME CARE, SIOUX CITY","801 FIFTH STREET, SUITE 320 ROOM 3952",SIOUX CITY,IA,51101,839,646,16.2,8.0,4.3,1.8,0.5,1.5,0.1,2148886,2229614,2435910,0.1,60.0,22693.0,78,281.0,365.0,510.0,136.0,602.0,,,12.0,23.0,,2.1,26,20.0,9.0,18,40.0,47.0,36.0,32.0,45.0,63.0,,47.0,14,44.0,7.0,11
137110,ACCESS HOME CARE,"240 WEST BURNSIDE AVENUE, SUITE B",CHUBBUCK,ID,83202,884,551,32.2,21.9,6.5,0.9,0.1,3.0,0.1,4100848,2972268,2947841,8.9,89.0,31588.0,74,239.0,312.0,363.0,188.0,491.0,,,30.0,17.0,,2.02,16,26.0,15.0,9,37.0,40.0,24.0,54.0,46.0,38.0,,39.0,16,54.0,12.0,6
177034,DOUGLAS COUNTY VISITING NURSES ASSOCIATION INC,200 MAINE STREET STE C,LAWRENCE,KS,66044,732,602,18.5,7.2,6.4,3.4,0.2,1.2,0.1,2024229,2200921,2439262,1.5,105.0,39054.0,77,207.0,395.0,479.0,123.0,537.0,36.0,,11.0,12.0,,1.95,21,22.0,12.0,15,31.0,39.0,26.0,37.0,31.0,53.0,,41.0,15,62.0,6.0,9
257300,GENTIVA HEALTH SERVICES,2600 OLD NORTH HILLS STREET,MERIDIAN,MS,39305,2876,1199,19.4,9.2,4.7,1.2,0.2,4.0,0.1,8604893,6817333,8276276,0.1,128.0,35807.0,76,408.0,791.0,687.0,512.0,819.0,330.0,,,43.0,,1.98,18,36.0,10.0,10,41.0,34.0,30.0,34.0,49.0,54.0,,47.0,10,68.0,12.0,10
277032,PARTNERS IN HOME CARE INC,2687 PALMER ST STE B,MISSOULA,MT,59808,786,646,15.3,5.4,6.4,1.5,0.3,1.7,0.1,2145681,2376783,2582077,0.0,130.0,48069.0,78,250.0,396.0,494.0,152.0,610.0,,,,23.0,,1.75,22,26.0,11.0,15,38.0,39.0,28.0,45.0,33.0,48.0,,40.0,23,50.0,10.0,13
277090,SPECTRUM HOME HEALTH,2526 12TH AVE S,GREAT FALLS,MT,59405,807,619,12.9,6.4,4.4,1.8,0.2,0.0,0.1,1625359,2178513,2339045,0.7,123.0,49463.0,79,222.0,397.0,478.0,141.0,579.0,,,,23.0,,2.03,22,32.0,14.0,20,33.0,45.0,38.0,41.0,38.0,52.0,,44.0,21,55.0,14.0,11
327184,"GUARDIAN ANGELS HOME HEALTH, INC",2800 N HUTTON,FARMINGTON,NM,87402,749,325,18.1,7.6,6.7,0.4,0.4,2.9,0.1,2477821,2262286,2343661,0.0,32.0,11244.0,79,129.0,196.0,245.0,80.0,241.0,,,40.0,39.0,,2.03,18,35.0,12.0,11,43.0,35.0,35.0,37.0,44.0,51.0,,46.0,16,51.0,5.0,11
377572,ENCOMPASS HOME HEALTH OF NORTHEAST OKLAHOMA,"5800 E SKELLY DRIVE, SUITE 1200",TULSA,OK,74114,4265,1813,18.7,11.4,3.5,0.7,0.5,2.5,0.1,16336376,12291013,13622100,6.6,237.0,73630.0,74,672.0,1141.0,1315.0,498.0,1419.0,165.0,,21.0,189.0,,1.83,17,27.0,14.0,10,40.0,43.0,34.0,55.0,43.0,58.0,,54.0,17,70.0,7.0,11
377051,INTEGRIS HOME CARE OKLAHOMA CITY,"3500 N W 56TH STREET, STE 201",OKLAHOMA CITY,OK,73112,1433,1086,16.9,7.7,5.6,2.4,0.4,0.7,0.1,4418895,4162337,4580576,0.9,156.0,53163.0,75,418.0,668.0,866.0,220.0,871.0,101.0,,39.0,40.0,,2.04,22,17.0,13.0,17,40.0,45.0,35.0,35.0,45.0,61.0,,56.0,10,51.0,7.0,14
377073,ST JOHN MEDICAL CENTER HOME HEALTH CARE,"4720 SOUTH HARVARD, SUITE 202",TULSA,OK,74135,1141,884,15.9,10.0,3.9,0.8,0.1,1.3,0.1,4283787,2626230,3020421,2.6,233.0,82528.0,75,324.0,560.0,688.0,196.0,690.0,100.0,,21.0,62.0,,1.86,20,21.0,9.0,16,39.0,45.0,27.0,39.0,37.0,51.0,,43.0,16,54.0,6.0,13
377633,ENCOMPASS HOME HEALTH OF SOUTHEAST OKLAHOMA,"WEST HIGHWAY 70, SUITE A",BOSWELL,OK,74727,2289,629,21.9,12.8,2.3,0.3,0.1,6.3,0.1,9305458,5939332,6625091,7.1,74.0,19818.0,75,243.0,386.0,329.0,300.0,498.0,39.0,,,85.0,,2.19,17,31.0,10.0,11,65.0,41.0,51.0,57.0,49.0,69.0,,,15,,9.0,11
377664,LIFESPRING HOME HEALTH,2411 SPRINGER DRIVE,NORMAN,OK,73069,1489,666,24.4,15.0,4.8,2.1,1.3,1.5,0.1,6209835,5471679,5560142,8.4,126.0,38891.0,75,247.0,419.0,527.0,139.0,586.0,33.0,,15.0,22.0,,2.17,20,29.0,14.0,13,40.0,41.0,36.0,51.0,43.0,58.0,,61.0,13,54.0,12.0,12
377437,"ALLIED HOME HEALTH SERVICES, INC",1619 S PEORIA,TULSA,OK,74120,1337,540,15.2,8.9,3.0,0.5,0.4,2.3,0.1,3639312,2964975,3536966,0.2,74.0,23419.0,76,200.0,340.0,380.0,160.0,447.0,27.0,,,57.0,,1.93,18,27.0,10.0,10,46.0,40.0,33.0,39.0,42.0,52.0,,52.0,14,66.0,7.0,10
377089,PONCA CITY HOME HEALTH,111 PATTON DRIVE,PONCA CITY,OK,74601,246,184,16.5,9.3,4.7,1.2,0.0,1.3,0.1,719234,594829,716670,0.2,15.0,3831.0,76,72.0,112.0,142.0,42.0,158.0,,,,18.0,,1.66,15,22.0,9.0,15,32.0,32.0,24.0,32.0,34.0,54.0,,55.0,12,58.0,5.0,12
377234,INTEGRIS HOME CARE GROVE,2229 SOUTH MAIN STREET,GROVE,OK,74344,230,167,18.9,9.8,4.8,0.9,0.2,3.0,0.1,737071,545069,636806,2.5,19.0,6188.0,76,67.0,100.0,141.0,26.0,145.0,0.0,,0.0,21.0,,1.51,20,17.0,11.0,17,37.0,37.0,41.0,30.0,40.0,53.0,,54.0,12,64.0,7.0,9
377196,ENCOMPASS HOME HEALTH OF CENTRAL OKLAHOMA,209 NW 48TH AVE,NORMAN,OK,73072,3204,1227,19.5,11.5,3.6,0.8,0.9,2.7,0.1,12885574,9791662,10340821,7.4,153.0,45760.0,78,413.0,814.0,963.0,264.0,1063.0,43.0,,,96.0,,1.9,19,30.0,13.0,12,45.0,39.0,34.0,51.0,40.0,59.0,,55.0,17,69.0,8.0,10
377656,ENCOMPASS HOME HEALTH OF WESTERN OKLAHOMA,1627 CYPRESS DRIVE,WEATHERFORD,OK,73096,2197,809,18.5,10.0,3.0,0.8,0.5,4.1,0.1,8019067,5732025,6564392,3.4,93.0,26598.0,79,251.0,558.0,632.0,177.0,737.0,17.0,,15.0,37.0,,1.74,18,36.0,13.0,9,42.0,33.0,31.0,52.0,41.0,60.0,,53.0,17,,11.0,11
437003,RAPID CITY REGIONAL HOSPITAL HOME CARE,224 ELK ST,RAPID CITY,SD,57701,442,352,23.4,9.0,5.7,3.5,0.4,4.6,0.1,2046441,1377388,1461645,0.4,31.0,11187.0,79,123.0,229.0,303.0,49.0,325.0,0.0,,,17.0,,1.82,18,26.0,11.0,14,39.0,40.0,30.0,44.0,34.0,61.0,,43.0,19,50.0,7.0,11
507044,ASSURED HOME HEALTH,111 WEST NORTH RIVER DRIVE SUITE 204,SPOKANE,WA,99201,725,497,16.6,5.9,7.0,1.2,0.7,1.9,0.1,2539567,2532815,2395329,0.0,124.0,50593.0,76,191.0,306.0,376.0,121.0,465.0,,,,21.0,,1.87,18,21.0,13.0,13,33.0,40.0,28.0,32.0,42.0,47.0,,43.0,15,56.0,12.0,11
507043,YAKIMA REGIONAL HOME HEALTH & HOSPICE,7 SOUTH 10TH AVE,YAKIMA,WA,98902,348,258,19.8,8.6,7.0,1.9,0.2,1.9,0.1,1724494,1182400,1168711,0.3,60.0,21419.0,77,125.0,133.0,176.0,82.0,200.0,,,42.0,11.0,,2.16,28,22.0,11.0,13,55.0,49.0,31.0,33.0,49.0,71.0,,64.0,11,43.0,10.0,17
527132,ST VINCENT HSPTL HOME HEALTH,900 SOUTH WEBSTER AVE,GREEN BAY,WI,54301,475,374,13.1,6.2,4.5,1.5,0.0,0.8,0.1,1430401,1281372,1334142,0.7,106.0,38076.0,76,142.0,232.0,280.0,94.0,329.0,,,,28.0,,1.84,20,22.0,15.0,16,38.0,48.0,22.0,40.0,46.0,65.0,,48.0,16,53.0,17.0,14
377464,ENCOMPASS HOME HEALTH OF CENTRAL OKLAHOMA,2318 WEST 7TH STREET,STILLWATER,OK,74074,897,364,16.5,10.8,3.6,0.5,0.4,1.2,0.1,3138962,2412887,2695043,6.4,69.0,21264.0,76,141.0,223.0,282.0,82.0,322.0,11.0,,,28.0,0.0,1.75,19,35.0,16.0,12,40.0,39.0,32.0,43.0,39.0,68.0,,52.0,14,61.0,13.0,12
17009,ALACARE HOME HEALTH & HOSPICE,2970 LORNA ROAD,BIRMINGHAM,AL,35216,11925,6123,17.6,9.0,4.1,1.0,0.2,3.1,0.1,30220302,28482400,34704552,0.1,1110.0,328166.0,76,2353.0,3770.0,4636.0,1487.0,5181.0,887.0,,29.0,,17.0,2.15,20,33.0,13.0,14,46.0,47.0,38.0,39.0,45.0,63.0,,57.0,15,61.0,9.0,12
37036,GENTIVA HEALTH SERVICES,"5255 EAST WILLIAMS CIRCLE, SUITE 6400",TUCSON,AZ,85711,1078,898,15.9,5.5,8.1,1.0,0.1,1.1,0.1,4309141,3237308,3615759,0.0,70.0,25496.0,77,351.0,547.0,830.0,68.0,785.0,24.0,,67.0,,12.0,1.35,18,19.0,15.0,18,21.0,35.0,19.0,31.0,27.0,60.0,,36.0,15,75.0,6.0,9
87023,BEEBE HOSPITAL HOME HEALTH,20232 ENNIS ROAD,GEORGETOWN,DE,19947,1599,1366,12.4,5.8,5.1,0.9,0.2,0.6,0.1,4636795,4250136,4160240,0.1,214.0,92506.0,76,633.0,733.0,1176.0,190.0,1251.0,81.0,,14.0,,13.0,1.74,27,31.0,8.0,17,35.0,39.0,27.0,30.0,42.0,,,56.0,9,56.0,5.0,14
107282,BAYCARE HOME CARE INC,20 LAKE WIRE DR,LAKELAND,FL,33815,2970,2289,16.5,9.4,4.9,0.6,0.2,1.2,0.1,7898415,8118472,9079315,1.0,271.0,96499.0,75,965.0,1324.0,1777.0,512.0,1939.0,199.0,,112.0,,19.0,2.15,24,23.0,17.0,18,39.0,46.0,35.0,37.0,46.0,72.0,,63.0,14,57.0,8.0,12
108014,MEDERI CARETENDERS,474 SOUTH NORTHLAKE BLVD,ALTAMONTE SPRINGS,FL,32701,1301,770,16.6,8.2,5.4,2.2,0.6,0.3,0.1,3805885,3893718,4235384,0.5,130.0,45129.0,75,279.0,491.0,520.0,250.0,555.0,122.0,,75.0,,12.0,2.46,23,37.0,16.0,16,42.0,50.0,34.0,41.0,53.0,72.0,,63.0,12,55.0,10.0,12
108406,PRECISE HOME CARE LLC,8659 BAYPINE ROAD SUITE 200 BLDG 3,JACKSONVILLE,FL,32256,1319,1135,12.9,8.0,3.6,0.1,0.1,1.0,0.1,3026072,2919241,3215534,0.3,153.0,57287.0,76,547.0,588.0,937.0,198.0,933.0,147.0,,31.0,,14.0,1.84,26,20.0,12.0,23,42.0,46.0,38.0,27.0,50.0,,,70.0,10,47.0,5.0,13
107628,BROOKS HOME CARE ADVANTAGE INC,5836 RICHARD STREET,JACKSONVILLE,FL,32216,3304,2092,19.4,7.6,7.7,2.2,0.5,1.5,0.1,9594427,10229319,11272995,0.5,345.0,114987.0,77,774.0,1318.0,1754.0,338.0,1731.0,272.0,,54.0,,19.0,2.27,25,24.0,14.0,17,39.0,50.0,32.0,39.0,43.0,72.0,,57.0,15,66.0,10.0,18
107687,SENIOR HOME CARE INC,10161 CENTURION PKWY NORTH STE 111,JACKSONVILLE,FL,32256,2260,1175,18.9,9.5,6.2,2.3,0.4,0.5,0.1,6745227,7398714,7983662,3.5,203.0,62182.0,77,404.0,771.0,854.0,321.0,938.0,188.0,,30.0,,13.0,2.21,24,39.0,13.0,13,42.0,43.0,34.0,47.0,45.0,69.0,,57.0,15,58.0,15.0,14
108438,DIRECT CARE HOME HEALTH INC,1361 ROYAL PALM SQUARE BLVD STE 3,FORT MYERS,FL,33907,1729,1490,16.3,6.9,7.4,1.1,0.3,0.6,0.1,4366332,4838800,5363918,0.5,80.0,30932.0,77,658.0,832.0,1329.0,161.0,1373.0,34.0,,62.0,,15.0,1.66,20,19.0,10.0,18,26.0,34.0,23.0,27.0,33.0,71.0,,50.0,17,71.0,4.0,9
107521,NURSE ON CALL,4343 SUN N LAKE BLVD,SEBRING,FL,33872,7238,3887,24.6,13.7,7.0,2.9,0.5,0.4,0.1,28042924,27860191,28690774,7.9,552.0,188851.0,78,1460.0,2427.0,2996.0,891.0,3410.0,225.0,,204.0,,24.0,2.12,24,39.0,11.0,14,40.0,42.0,33.0,45.0,42.0,67.0,,63.0,17,65.0,11.0,13
107749,SOUTHWEST FLORIDA HOME CARE INC,9101 W COLLEGE POINTE DR STE 2,FORT MYERS,FL,33919,933,662,15.2,7.4,5.8,1.3,0.1,0.5,0.1,2275271,2579034,2898920,0.1,129.0,41730.0,78,325.0,337.0,526.0,136.0,578.0,33.0,,33.0,,12.0,1.96,20,30.0,10.0,18,34.0,42.0,31.0,36.0,42.0,66.0,,57.0,13,54.0,10.0,9
108480,DOCTORS CHOICE HOME CARE INC,7250 BENEVA RD,SARASOTA,FL,34238,6034,4786,15.8,7.1,6.7,1.3,0.1,0.5,0.1,19180990,17537744,19251028,0.2,457.0,172717.0,78,2085.0,2701.0,4269.0,517.0,4436.0,126.0,,156.0,,51.0,1.65,22,20.0,11.0,18,29.0,35.0,28.0,30.0,34.0,73.0,,58.0,17,68.0,4.0,9
107500,MEDERI CARETENDERS,12106 CORTEZ BLVD,BROOKSVILLE,FL,34613,3337,1563,21.9,11.6,6.5,2.1,0.6,1.4,0.1,10884624,11042313,11717422,5.6,260.0,89132.0,79,642.0,921.0,1128.0,435.0,1392.0,82.0,,70.0,,13.0,2.19,23,41.0,9.0,15,43.0,46.0,40.0,46.0,46.0,71.0,,67.0,15,63.0,10.0,15
107612,NURSE ON CALL,"7332 OFFICE PARK PL, STE 201 & 202",MELBOURNE,FL,32940,2293,1279,24.5,12.7,8.0,2.6,0.5,0.7,0.1,9143808,8944482,9273853,7.1,141.0,45259.0,79,524.0,755.0,1032.0,247.0,1149.0,76.0,,29.0,,15.0,2.1,25,44.0,9.0,15,37.0,47.0,34.0,47.0,45.0,68.0,,57.0,22,62.0,10.0,13
108253,NURSE ON CALL,210 N UNIVERSITY DR STE 900,CORAL SPRINGS,FL,33071,3821,1805,26.5,13.3,7.7,3.3,0.3,1.9,0.1,15720859,15457500,14587387,4.3,253.0,94300.0,79,698.0,1107.0,1361.0,444.0,1460.0,169.0,,131.0,,23.0,2.3,22,38.0,10.0,15,38.0,45.0,29.0,46.0,44.0,69.0,,61.0,17,58.0,12.0,11
108013,NURSE ON CALL,8771 COLLEGE PKWY   BLDG 1 STE 101,FORT MYERS,FL,33919,7669,4985,21.0,9.9,6.8,3.0,0.6,0.6,0.1,25631040,25935662,27988589,1.7,649.0,223044.0,80,2116.0,2869.0,4220.0,765.0,4614.0,134.0,,168.0,,44.0,1.99,25,39.0,10.0,17,37.0,42.0,32.0,41.0,39.0,68.0,,61.0,17,58.0,10.0,12
107627,COMPREHENSIVE HOME CARE OF BROWARD,6450 NW 5TH WAY,FORT LAUDERDALE,FL,33309,3001,1743,16.3,7.1,6.2,2.0,0.3,0.5,0.1,7209407,10375941,10225152,0.1,214.0,80067.0,83,605.0,1138.0,1459.0,284.0,1519.0,122.0,,80.0,,13.0,2.13,25,38.0,10.0,15,38.0,44.0,32.0,39.0,42.0,,,65.0,23,60.0,12.0,11
147003,MEMORIAL HOME SERVICES,720 NORTH BOND STREET,SPRINGFIELD,IL,62702,1502,1264,13.0,6.8,4.1,1.4,0.3,0.3,0.1,5622782,3842307,4279685,0.0,249.0,91590.0,74,561.0,703.0,982.0,282.0,1167.0,64.0,,,,20.0,1.92,21,17.0,19.0,16,40.0,38.0,33.0,39.0,44.0,70.0,,56.0,14,56.0,7.0,11
157585,ALPHA HOME PHYSICAL THERAPY INC,4455 SOUTHPORT CROSSING WAY,INDIANAPOLIS,IN,46237,1945,1512,20.4,5.0,10.3,2.9,0.4,1.7,0.1,8745152,7232534,7299304,0.1,146.0,56731.0,79,479.0,1033.0,1188.0,324.0,1323.0,154.0,,,,15.0,1.86,19,37.0,10.0,13,39.0,44.0,28.0,46.0,41.0,62.0,,51.0,20,69.0,14.0,13
187000,VNA NAZARETH HOME CARE,539 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,7523,4729,14.8,7.6,4.5,1.6,0.2,0.7,0.1,19779230,19471881,21898080,0.1,780.0,253647.0,75,1831.0,2898.0,3455.0,1274.0,3865.0,772.0,,37.0,,27.0,2.2,23,28.0,15.0,15,47.0,47.0,41.0,43.0,46.0,63.0,,57.0,13,58.0,12.0,11
187091,BAPTIST HEALTH HOME CARE LOUISVILLE,"6420 DUTCHMANS PARKWAY, SUITE 360",LOUISVILLE,KY,40205,2862,2280,16.7,7.7,6.0,1.1,0.5,1.4,0.1,8559030,7296628,8213545,0.4,377.0,143838.0,78,881.0,1399.0,1995.0,285.0,2108.0,137.0,,14.0,,15.0,1.88,27,24.0,11.0,18,42.0,43.0,36.0,32.0,39.0,66.0,,53.0,14,60.0,10.0,13
227098,VNA CARE NETWORK,120 THOMAS STREET,WORCESTER,MA,1608,9197,6942,14.5,7.2,4.6,1.3,0.1,1.2,0.1,25566665,28545345,25864220,0.2,1953.0,799260.0,77,2786.0,4156.0,5331.0,1611.0,6408.0,177.0,,185.0,,86.0,1.9,24,23.0,14.0,18,37.0,44.0,25.0,37.0,35.0,65.0,,49.0,16,55.0,8.0,10
227441,MERCY HOME CARE,2112 RIVERDALE STREET SUITE 2,W SPRINGFIELD,MA,1089,1880,1095,21.9,14.2,4.6,1.1,0.2,1.7,0.1,6349132,6017511,5566232,6.6,265.0,100583.0,77,420.0,675.0,668.0,427.0,856.0,116.0,,105.0,,12.0,2.19,27,26.0,17.0,17,44.0,53.0,33.0,36.0,44.0,59.0,,46.0,13,48.0,8.0,11
227027,COMMUNITY NURSE & HOSPICE CARE,62 CENTER ST,FAIRHAVEN,MA,2719,2044,1264,20.2,10.2,4.7,2.1,0.4,3.0,0.1,7140468,6748259,6446923,0.3,237.0,83847.0,80,471.0,793.0,929.0,335.0,1154.0,23.0,,67.0,,16.0,2.02,30,30.0,12.0,19,45.0,38.0,30.0,40.0,39.0,72.0,,54.0,16,55.0,13.0,12
